entity,window,date,title,domain,url,suggested_label,relevant
Operator,peak_week,2026-04-30,The Gatekeepers of Agentic Commerce | FBT Gibbons LLP,jdsupra.com,https://www.jdsupra.com/legalnews/the-gatekeepers-of-agentic-commerce-7550550/,n,n
Operator,peak_week,2026-05-01,Segunda edición de la Pola pajarera : charla sobre los guardacaminos y observación de aves .,lapatria.com,https://www.lapatria.com/galerias/segunda-edicion-de-la-pola-pajarera-charla-sobre-los-guardacaminos-y-observacion-de-aves,n,n
Operator,peak_week,2026-05-02,Visionary or amoral operator : who is the real tech titan Sam Altman ?,thetimes.com,https://www.thetimes.com/uk/technology-uk/article/who-sam-altman-openai-ceo-j27llm28j,n,n
Operator,peak_week,2026-05-03,Concursos públicos tem 248 vagas disponíveis para inscrio no RS,correiodopovo.com.br,https://www.correiodopovo.com.br/not%C3%ADcias/economia/concursos/concursos-publicos-tem-248-vagas-disponiveis-para-inscricao-no-rs-1.1709873,n,n
vLLM,peak_week,2026-05-05,"ROCm 7 . 2 . 3 Brings Minor Updates , ROCm XIO Documentation",phoronix.com,https://www.phoronix.com/news/AMD-ROCm-7.2.3,n,n
vLLM,peak_week,2026-05-06,Most Enterprise AI Agents Are Flying Blind . Meiro Built the Infrastructure to Fix That .,itwire.com,https://www.itwire.com/business-it-news/data/most-enterprise-ai-agents-are-flying-blind-meiro-built-the-infrastructure-to-fix-that/,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",saltlakecitysun.com,http://www.saltlakecitysun.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",baltimorestar.com,http://www.baltimorestar.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",pittsburghstar.com,http://www.pittsburghstar.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",phoenixherald.com,http://www.phoenixherald.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",memphissun.com,http://www.memphissun.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",dallassun.com,http://www.dallassun.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",albuquerqueexpress.com,http://www.albuquerqueexpress.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",theusnews.com,http://www.theusnews.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",nashvilleherald.com,http://www.nashvilleherald.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-06,"FlyHermes and Hermes Agent : Five Ways to Run the Self - Improving AI Agent , From 60 - Second Cloud to Fully Local Hardware",stlouisstar.com,http://www.stlouisstar.com/news/279034497/flyhermes-and-hermes-agent-five-ways-to-run-the-self-improving-ai-agent-from-60-second-cloud-to-fully-local-hardware,n,n
vLLM,peak_week,2026-05-07,Dell & AMD expand on - prem AI servers for enterprises,itbrief.co.nz,https://itbrief.co.nz/story/dell-amd-expand-on-prem-ai-servers-for-enterprises,n,n
vLLM,peak_week,2026-05-07,Dell adds AMD Instinct MI350P support for AI servers,itbrief.co.nz,https://itbrief.co.nz/story/dell-adds-amd-instinct-mi350p-support-for-ai-servers,n,n
